,Beam_Lng,Beam_Lat,Beamwidth,Demand
0,110.32149929193045,-21.375767047935113,0.6,190193.92000000004
1,128.89484646336166,-15.128935152639707,0.6,206009.99999999994
2,106.86888991937018,-24.589638228928074,0.6,250011.86000000004
3,130.92977242010787,-35.896177315739955,0.6,229121.99999999994
4,129.10086304361167,-36.73876062160939,0.6,245823.71999999994
5,108.92617702935433,-32.9762137702352,0.6,220736.11000000007
6,143.41437453710168,-35.73895572972616,0.6,235992.46999999997
7,141.70089843028157,-37.00262580417996,0.6,158932.27000000002
8,126.6623424721481,-13.216084812857332,0.6,229548.19999999995
9,126.12820211093658,-15.420718201140904,0.6,139086.08
10,130.68381037340538,-33.354160172605845,0.6,264776.39999999997
11,143.54873451927742,-33.28055687863194,0.6,206629.29
12,109.46487499650273,-30.741538580043283,0.6,216245.25999999995
13,107.44092396092833,-22.184634761265123,0.6,253034.95
14,106.82888680378531,-30.528561892013183,0.6,210008.47000000003
15,144.57448140095886,-31.84484100775366,0.6,93538.76000000004
16,128.47347569054747,-33.72409539808823,0.6,258561.07999999996
17,133.4931443517138,-32.1481369851429,0.6,27944.68
18,109.42351524928344,-24.454447976794246,0.6,225036.27999999997
19,129.42124336394403,-11.090821987252943,0.6,110595.80000000003
20,125.42966038668513,-11.80124035601447,0.6,42846.16000000001
21,129.05147427905956,-17.499256148909414,0.6,10590.720000000001
22,140.9320281627058,-33.842086963842945,0.6,252376.38999999998
23,131.62926207739798,-35.433756209359565,0.6,203986.16
24,108.67526896419912,-23.77632079001918,0.6,49640.36000000001
25,111.2492307857022,-32.33922902374023,0.5,16214.870000000003
26,127.98586802066004,-35.696601690825034,0.5,131510.96000000002
27,123.6855409411944,-16.15182053127871,0.5,10613.960000000001
28,104.72390166744992,-22.727618893508424,0.6,95144.90999999999
29,130.42764958069895,-13.290619373827292,0.6,62293.28000000001
30,145.89680195621904,-36.25607108258415,0.6,17069.36
31,112.10022614443582,-24.402287388580582,0.6,10809.119999999999
32,126.96232039860278,-38.87185991109715,0.6,10833.880000000001
33,140.30457275579113,-34.27240096837053,0.6,57997.52000000001
34,127.06275268240883,-9.681137713058979,0.6,12090.68
35,107.25964851883437,-34.07703377282328,0.6,160508.52999999997
36,126.20684890129435,-32.35052079384774,0.6,13053.04
37,140.84414939755268,-31.984541676430645,0.6,95263.28000000001
38,107.25269309394803,-32.00358067833954,0.6,75820.15000000001
39,129.68363814747832,-31.255218805893083,0.4,20336.120000000003
40,123.32418889242292,-12.955426844575866,0.5,7968.52
41,105.30626166360291,-20.838508991643604,0.6,52962.28000000001
42,109.64469720653989,-29.60063635720394,0.6,73079.51
43,103.85126384020901,-24.994069607055653,0.4,8350.16
44,104.68171398527106,-29.54939920551747,0.6,15887.760000000002
45,111.52817525039123,-28.652785316384993,0.3,8750.000000000002
46,124.56392943762411,-18.1502477921808,0.6,10209.920000000002
47,107.60555517714666,-28.042856393909915,0.3,4287.92
48,139.26810925741026,-37.72500908626109,0.4,13915.160000000002
49,132.23220406886753,-11.019816601826435,0.5,6501.88
50,109.92948105754614,-34.914195541093136,0.3,4573.24
51,108.01673944970919,-20.967206679994895,0.3,6698.160000000001
52,131.34089135193454,-15.940351935276336,0.5,10899.280000000002
53,104.83566269776013,-33.65209946588128,0.4,15380.68
54,128.13942822920916,-13.62472159372624,0.5,25409.720000000005
55,134.3464102252119,-35.42432128747493,0.5,3648.96
56,133.66216516881937,-39.295541327523644,0.5,4207.0
57,146.17340126394978,-33.98278680333863,0.3,1106.0
58,126.68390999633908,-17.943492636567562,0.3,2933.0
59,130.02008786995825,-34.58881916049396,0.3,10500.000000000002
60,123.81956243494334,-9.723231078307927,0.4,4608.8
61,128.91082531774086,-12.918347479545785,0.6,208825.40000000002
62,131.1325931465022,-35.66763447590551,0.6,231727.6799999999
63,131.0340771799396,-33.675283406093236,0.6,219326.24
64,143.69210030242834,-33.39077883533594,0.6,210765.17000000004
65,108.43893284957808,-31.978741338832194,0.6,246624.0
66,128.94631851963888,-36.62960557967011,0.6,280776.6799999999
67,143.3519116006741,-35.852794788457935,0.6,251227.62
68,108.0986262246257,-30.069077657310576,0.6,198493.96000000002
69,130.82896623926183,-13.801806513169607,0.6,31634.400000000005
70,140.9358436934719,-35.52267902979213,0.6,223777.19
71,144.674240689502,-37.421823621633465,0.6,28091.280000000002
