,Beam_Lng,Beam_Lat,Beamwidth,Demand
0,108.99881159498366,-21.747112875427838,0.6,206718.75000000003
1,128.07298914814146,-12.854237839109253,0.6,159250.0
2,107.49229995077793,-30.38706004439751,0.6,134750.00000000003
3,107.18152317100704,-24.531678379993583,0.6,202562.50000000003
4,128.43360445396522,-33.859274704646936,0.6,219225.0
5,131.43758861239186,-12.37760594701532,0.6,8750.0
6,107.5732742783023,-33.060958571907136,0.6,177625.00000000003
7,141.2913265967875,-34.327667121271254,0.6,216343.75
8,142.2006424882603,-36.518383967582174,0.6,116593.75
9,141.0991484148516,-32.26714483997914,0.6,106968.75
10,109.70007644245887,-33.82626009554602,0.6,44187.50000000001
11,131.0609918563453,-36.151943341813904,0.6,238725.0
12,125.79114449113675,-12.76483323589231,0.6,47950.0
13,144.30902031209678,-34.13241464757149,0.6,114406.25
14,128.31875385685893,-15.475116401781698,0.6,70000.0
15,130.84980332284027,-33.734689063768045,0.6,229725.0
16,109.60256205395336,-24.757652836862636,0.5,63875.00000000001
17,105.69019370876603,-22.54350461118052,0.6,113093.75000000001
18,109.94610665850503,-30.62841788907371,0.5,110250.00000000001
19,123.97632540396562,-11.422597467112995,0.6,3150.0
20,125.77015947309708,-15.25103319251094,0.5,39200.0
21,128.79392256054027,-33.86063927204724,0.6,96250.00000000001
22,132.85568926278384,-34.56643070814545,0.4,18375.000000000004
23,105.6266850232408,-34.311430590664116,0.6,10500.000000000002
24,126.22929968320757,-9.753696407022797,0.3,2100.0
25,126.54520774536252,-17.723034414280388,0.6,3150.0
26,134.2832356909728,-31.45524610588531,0.3,5250.000000000001
27,128.51960758770457,-36.832978394796015,0.3,103375.0
28,106.50614285886826,-28.644842544267654,0.4,8750.000000000002
29,129.93132159642113,-9.702732055818036,0.3,2100.0
30,126.24528704241543,-39.66266622092766,0.3,6250.0
31,122.8845978073002,-17.48427254880943,0.3,2100.0
32,139.2652095923876,-38.10483894267795,0.3,7000.000000000001
33,130.30514296134373,-30.2791869544769,0.3,2625.0000000000005
34,146.1341961021653,-37.116447503747295,0.3,7000.000000000001
35,144.62315098787323,-31.484041923285584,0.4,38500.0
36,111.52817525039123,-28.652785316384993,0.3,8750.000000000002
37,106.97330538365692,-20.856299360326204,0.3,7000.000000000001
38,127.24751699512584,-38.151478649613026,0.6,39500.0
39,109.26799711518477,-31.18815097520679,0.6,194031.25000000003
40,130.74599977534632,-34.18359947865876,0.6,233975.0
41,131.19472484124395,-12.403865966646432,0.6,10850.0
42,127.00691216837602,-12.792912475884364,0.6,138250.0
43,141.88525254987488,-36.19265636558494,0.6,152468.75
44,128.22840808369875,-15.268725170652337,0.6,108500.0
45,125.67033334515425,-9.811783733885571,0.4,3150.0
46,106.27686960977218,-23.348403136419023,0.6,156187.50000000003
47,125.66518383183214,-15.096187057678042,0.5,40250.0
