,Beam_Lng,Beam_Lat,Beamwidth,Demand
0,141.2255242078604,-35.150110542396504,0.6,247539.67
1,131.53850224908547,-34.82568844144965,0.6,226684.36000000007
2,144.04391635547927,-34.45816074014388,0.6,215271.35
3,128.73210966810964,-14.577858632396756,0.6,238816.48000000013
4,129.15344298143032,-12.762881823301704,0.6,228506.32000000004
5,109.48957549901245,-24.571711411376263,0.6,253998.92
6,106.53411528709611,-21.56204095771211,0.6,250166.35
7,128.59025181318563,-36.34829729467969,0.6,282822.96
8,106.99684347996124,-33.283312742089905,0.6,277924.42999999993
9,107.76652895422438,-24.59978109770635,0.6,241324.22999999995
10,130.64805640317076,-36.118871426660405,0.6,252796.0
11,131.3769974757549,-36.81103443871873,0.6,232211.12000000005
12,108.31579789157205,-22.801814484845732,0.6,259420.0000000001
13,126.82357548306764,-13.18391881743921,0.6,256718.56
14,108.90214307421346,-31.172075168559516,0.6,251479.76000000007
15,109.155260879629,-21.39852433068552,0.6,255525.26999999987
16,129.06134286561849,-34.529252599489595,0.6,258932.52
17,107.15805069642592,-22.16332242883822,0.6,211629.88000000003
18,109.33069018813896,-33.16777909261192,0.6,239668.31000000008
19,124.61476764095228,-12.445769548744156,0.6,165150.16000000003
20,128.96225799168093,-15.856564794398995,0.6,223706.55999999997
21,140.54951859660017,-33.49832782666256,0.6,244415.2899999999
22,131.38316422012298,-33.2814304566887,0.6,232764.96
23,129.43829643718456,-33.08919167060357,0.6,270739.0
24,127.83640944344224,-34.21625993597727,0.6,218318.64
25,129.87190399889727,-10.289496719750137,0.6,49417.76000000001
26,143.2576513140433,-36.05670153084056,0.6,239845.61999999997
27,109.68755609713143,-30.09310331493773,0.6,229396.23
28,107.72500935422872,-29.92083879304469,0.6,230744.08
29,103.8912072632242,-22.24221133294881,0.6,104694.59
30,143.9138244513515,-32.76144422927115,0.6,283223.2199999999
31,144.93831427104644,-36.52135792750243,0.6,119602.07
32,106.0093307099109,-30.35004548469093,0.6,227700.0599999999
33,142.08891940994076,-32.828739866657195,0.6,215870.9
34,141.1643820351407,-36.58345948882676,0.6,186024.30000000005
35,134.12543263334035,-38.29783099826041,0.4,18043.76
36,106.073295986757,-24.640974251305597,0.6,256301.15000000005
37,109.58366705849296,-28.65472984601441,0.6,49199.64
38,110.03318179267332,-22.75215152767625,0.6,182186.41
39,109.03950403165696,-32.07687922054867,0.6,204342.88
40,105.33292395787149,-33.349455114095136,0.6,123842.39000000004
41,126.23865572267933,-15.332037808826213,0.6,214378.92
42,140.38251510513155,-31.866817000811068,0.6,124323.91999999998
43,131.10403136421607,-34.336089411818186,0.5,98198.8
44,126.54030326200142,-14.537076871575657,0.6,151483.08000000007
45,111.43899730740922,-31.242992847054325,0.6,25341.960000000003
46,108.37704879958594,-34.79976385424125,0.6,89878.88000000003
47,111.61837666446849,-24.686712570677454,0.6,30806.160000000003
48,128.42704321607323,-37.201991080925,0.6,116545.36
49,127.7398333664146,-11.887516103844112,0.6,139872.59999999998
50,142.28433762888733,-34.455232288126794,0.5,119057.68
51,127.23656228216026,-32.47045143628133,0.6,85737.12000000001
52,108.72031532590988,-25.48728884520644,0.6,54078.36
53,139.10774309585042,-34.5857617028503,0.3,21558.88
54,131.02391515484314,-13.594187270546245,0.6,44637.04
55,125.75556842490096,-16.9359154957673,0.6,54255.320000000014
56,123.16434411789386,-15.914244812734612,0.6,23137.52
57,132.29068030188554,-10.592897620105944,0.6,12446.840000000002
58,134.1447198993775,-34.072590083448084,0.6,29008.0
59,112.19980201440318,-21.537659629354685,0.4,18624.48
60,127.12724184625031,-9.517666694594007,0.6,21948.92
61,131.3161622402195,-16.75571770366386,0.6,27670.44
62,145.12666709084175,-31.50442674200772,0.6,61995.360000000015
63,123.40605861644735,-18.59148265180618,0.5,8459.92
64,123.85079771989504,-9.899642172458318,0.5,13005.44
65,125.93009723593732,-38.467834087064766,0.5,21678.28000000001
66,143.6858715778672,-38.256425433883095,0.6,8312.92
67,146.29084856921165,-34.63884375183745,0.3,4576.040000000001
68,111.11015699613004,-34.32754663294434,0.4,11562.320000000002
69,128.79758043825305,-18.32999743568652,0.5,21253.68
70,139.48098075420938,-38.12570185155183,0.3,16976.4
71,130.57402147397843,-39.327786228801074,0.3,3132.36
72,130.36343946932064,-31.03703953886925,0.5,8051.960000000001
73,104.30416725466178,-30.52048936827865,0.3,5628.84
